fold,model,sha256,file,image_hemisphere,gt_angle,pred_angle,error,abs_error
1,fold1,d8fc080614798a363ad9c36fbf6dd9783e9b445073fe77e9e3fc58f9644eda32,30_0.png,right,7.986763271207537,7.708105649542182,-0.27865762166535557,0.27865762166535557
1,fold1,d8fc080614798a363ad9c36fbf6dd9783e9b445073fe77e9e3fc58f9644eda32,32_0.png,left,10.55316720684807,10.95979505008447,0.4066278432364001,0.4066278432364001
1,fold1,d8fc080614798a363ad9c36fbf6dd9783e9b445073fe77e9e3fc58f9644eda32,32_0.png,right,9.339190422800327,8.280974426073088,-1.0582159967272382,1.0582159967272382
1,fold1,d8fc080614798a363ad9c36fbf6dd9783e9b445073fe77e9e3fc58f9644eda32,20_0.png,left,7.5331540045025775,7.111664434240946,-0.4214895702616319,0.4214895702616319
1,fold1,d8fc080614798a363ad9c36fbf6dd9783e9b445073fe77e9e3fc58f9644eda32,20_0.png,right,11.635063027723097,10.626352178969713,-1.0087108487533847,1.0087108487533847
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,34_0.png,left,9.629366608854484,9.647140276326946,0.01777366747246134,0.01777366747246134
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,34_0.png,right,9.682012974950668,9.613802308782162,-0.0682106661685058,0.0682106661685058
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,31_0.png,left,7.564960330674569,7.974549299497998,0.4095889688234289,0.4095889688234289
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,31_0.png,right,8.15738118802255,9.50745661384382,1.3500754258212702,1.3500754258212702
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,47_0.png,left,8.975525286631184,8.281526424725303,-0.6939988619058806,0.6939988619058806
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,47_0.png,right,10.996339385001022,10.088200084657934,-0.9081393003430875,0.9081393003430875
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,15_0.png,left,4.806171182253677,4.2707076950531775,-0.5354634872004995,0.5354634872004995
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,15_0.png,right,5.635465851768153,6.131181177145269,0.49571532537711605,0.49571532537711605
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,40_0.png,left,4.3177124721780595,4.877014643459635,0.5593021712815753,0.5593021712815753
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,41_0.png,left,0.723412940771141,0.2391205125367858,-0.48429242823435525,0.48429242823435525
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,41_0.png,right,2.522313672738593,3.366282036682724,0.8439683639441311,0.8439683639441311
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,57_0.png,left,2.0559965956830393,2.4878479188689355,0.43185132318589625,0.43185132318589625
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,57_0.png,right,2.841864438971499,3.308119122870568,0.4662546838990691,0.4662546838990691
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,50_0.png,left,7.52537021898576,7.31134905062487,-0.21402116836088947,0.21402116836088947
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,50_0.png,right,4.856917377532681,4.839083057969939,-0.017834319562742174,0.017834319562742174
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,62_0.png,left,7.357514493197945,6.831237622957817,-0.5262768702401281,0.5262768702401281
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,62_0.png,right,16.447518764285245,15.576002140157799,-0.8715166241274463,0.8715166241274463
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,19_0.png,left,15.15961207532854,15.226343768089961,0.06673169276142055,0.06673169276142055
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,19_0.png,right,15.9940630262048,15.836755517914503,-0.15730750829029816,0.15730750829029816
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,69_0.png,left,6.039497464156883,6.354564955736803,0.31506749157992076,0.31506749157992076
2,fold2,07104cca50b27ae512f15728b8634c5edebec5bd07cd8a9d70d33f0addf28446,69_0.png,right,9.10478508923589,9.495299465560619,0.3905143763247292,0.3905143763247292
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,58_0.png,left,4.587130884358643,5.115938140263117,0.5288072559044741,0.5288072559044741
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,58_0.png,right,2.1111147388890967,2.7400920959656827,0.628977357076586,0.628977357076586
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,23_0.png,left,9.92024174170967,9.970135045027344,0.049893303317674054,0.049893303317674054
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,23_0.png,right,8.700450647474833,8.731474147011362,0.03102349953652883,0.03102349953652883
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,39_0.png,left,7.169596430987644,7.021278913352647,-0.14831751763499668,0.14831751763499668
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,39_0.png,right,11.89581907443436,11.945713817050684,0.049894742616324095,0.049894742616324095
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,35_0.png,left,3.4807257569297425,4.197123994402957,0.7163982374732143,0.7163982374732143
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,35_0.png,right,5.214547815934736,6.055767497367772,0.8412196814330359,0.8412196814330359
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,11_0.png,left,6.989918053346087,6.811674640944348,-0.1782434124017387,0.1782434124017387
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,11_0.png,right,8.07073034990135,8.306222128254102,0.2354917783527526,0.2354917783527526
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,68_0.png,left,3.8380961527542743,4.619462889793889,0.7813667370396145,0.7813667370396145
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,68_0.png,right,7.2857965989463045,6.8985194454418615,-0.38727715350444303,0.38727715350444303
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,8_0.png,left,11.875787828702727,11.042920920792902,-0.8328669079098248,0.8328669079098248
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,8_0.png,right,11.9305617013612,12.391502084248609,0.4609403828874097,0.4609403828874097
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,43_0.png,left,5.0741394513968725,4.794967976325918,-0.27917147507095486,0.27917147507095486
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,43_0.png,right,0.9806164148683169,0.5787191244697866,-0.4018972903985303,0.4018972903985303
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,27_0.png,left,13.385224601691027,12.48212177936896,-0.903102822322067,0.903102822322067
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,27_0.png,right,11.255763378448988,10.377110537773097,-0.8786528406758904,0.8786528406758904
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,45_0.png,left,10.676177758284268,10.797389588481376,0.12121183019710813,0.12121183019710813
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,45_0.png,right,4.487535410332824,4.17540981346632,-0.31212559686650376,0.31212559686650376
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,29_0.png,left,2.7383067675312662,2.1405222826897328,-0.5977844848415335,0.5977844848415335
3,fold3,6779803fd8085cd725e842dbd3d37d5092e818ce4510effd2297d505e3dc4f71,29_0.png,right,6.768223037578897,6.116526059350734,-0.6516969782281636,0.6516969782281636
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,37_0.png,left,1.8527022965390123,2.801636563179517,0.9489342666405047,0.9489342666405047
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,37_0.png,right,2.8004993540623166,2.9080907104950664,0.10759135643274975,0.10759135643274975
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,65_0.png,left,4.399509880328465,3.834620971353666,-0.5648889089747993,0.5648889089747993
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,65_0.png,right,10.437673565866373,9.643166444653069,-0.7945071212133037,0.7945071212133037
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,25_0.png,left,16.673570506270035,15.95490699751852,-0.718663508751515,0.718663508751515
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,25_0.png,right,3.564593942614491,3.879635458618016,0.31504151600352515,0.31504151600352515
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,55_0.png,left,11.087624241270968,11.002505495415306,-0.08511874585566126,0.08511874585566126
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,55_0.png,right,14.809083809236157,14.035010872875427,-0.7740729363607297,0.7740729363607297
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,5_0.png,left,6.326226568174468,6.883559768101659,0.5573331999271911,0.5573331999271911
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,5_0.png,right,9.362306005425898,8.541599267267216,-0.8207067381586821,0.8207067381586821
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,53_0.png,left,2.3287409754447097,2.8306237647321835,0.5018827892874738,0.5018827892874738
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,53_0.png,right,6.805670533292687,6.628710767670849,-0.17695976562183713,0.17695976562183713
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,72_0.png,left,5.589459171215461,5.086558762492113,-0.502900408723348,0.502900408723348
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,72_0.png,right,3.9000251730775886,3.5423173193754973,-0.35770785370209124,0.35770785370209124
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,14_0.png,left,0.6443422253984976,0.013554596981850846,-0.6307876284166468,0.6307876284166468
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,14_0.png,right,1.1806799162555828,1.3902733079218907,0.20959339166630797,0.20959339166630797
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,56_0.png,left,0.4566892793750851,0.5062657106017493,0.04957643122666422,0.04957643122666422
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,56_0.png,right,3.057650004281137,2.878800629401861,-0.1788493748792761,0.1788493748792761
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,52_0.png,left,10.739554204946927,9.712422889173848,-1.0271313157730795,1.0271313157730795
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,52_0.png,right,12.491284261100768,12.654074040266298,0.1627897791655304,0.1627897791655304
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,22_0.png,left,11.294967766566621,11.633624345130098,0.33865657856347653,0.33865657856347653
4,fold4,a0ab4ebce5f321df63ff6628c0eb950e3c49672f9e3af177e6e70272bc72e657,22_0.png,right,18.413223661351406,17.86381227390454,-0.5494113874468667,0.5494113874468667
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,4_0.png,left,3.1307320479540652,2.8133919995765475,-0.3173400483775177,0.3173400483775177
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,4_0.png,right,2.6540761853455623,2.6053495238491204,-0.04872666149644189,0.04872666149644189
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,51_0.png,left,11.04623154805557,11.513943129909414,0.46771158185384465,0.46771158185384465
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,51_0.png,right,13.389926729646705,13.351042131024789,-0.038884598621915956,0.038884598621915956
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,17_0.png,left,4.14467199423715,4.330844360232194,0.18617236599504405,0.18617236599504405
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,17_0.png,right,4.953904223104386,5.00240366721711,0.048499444112724,0.048499444112724
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,24_0.png,left,6.3307245743052665,6.09310547880489,-0.23761909550037608,0.23761909550037608
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,24_0.png,right,5.11128959401601,4.737254255935551,-0.37403533808045886,0.37403533808045886
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,38_0.png,left,8.244554976910628,7.94898750964173,-0.2955674672688975,0.2955674672688975
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,38_0.png,right,5.715741242489183,4.941407847866379,-0.7743333946228041,0.7743333946228041
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,33_0.png,left,1.5444942646517692,1.4080846791770414,-0.1364095854747278,0.1364095854747278
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,33_0.png,right,1.621863214042731,1.4866330591121262,-0.13523015493060475,0.13523015493060475
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,7_0.png,left,1.699906890859696,2.363377338196064,0.663470447336368,0.663470447336368
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,7_0.png,right,1.2170744011178247,0.7963708672025702,-0.4207035339152545,0.4207035339152545
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,18_0.png,left,8.616523810839164,8.698875537076743,0.08235172623757947,0.08235172623757947
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,18_0.png,right,5.221467375044614,5.568056826758785,0.34658945171417166,0.34658945171417166
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,13_0.png,left,1.525362522947463,2.3506081860995782,0.8252456631521152,0.8252456631521152
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,13_0.png,right,3.0790505092030984,3.403435822757105,0.3243853135540067,0.3243853135540067
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,59_0.png,left,2.0561659272163944,1.3852233740791773,-0.6709425531372171,0.6709425531372171
5,fold5,083e0649067b29f79a9b060de19e3456d6b07e89ee41bdbe07ca5258463d8663,59_0.png,right,0.7887425477643656,0.3028579888422298,-0.4858845589221358,0.4858845589221358
